SA22023_V1_00,SA22023_name,geo_count,jobs_count
242900,Clouston Park,177,710
243000,Upper Hutt Central,471,3950
243100,Belmont Park,63,55
243200,Maungaraki,336,340
243300,Korokoro,159,190
243400,Kelson,291,390
243500,Normandale,201,170
243600,Belmont (Lower Hutt City),309,410
243700,Petone Central,663,8200
243800,Tirohanga,138,130
243900,Manor Park,42,130
244000,Alicetown-Melling,501,2400
244100,Taita North,111,360
244200,Boulcott,330,1450
244300,Hutt Central North,1689,9300
244400,Avalon West,237,700
244500,Stokes Valley Central,150,350
244600,Taita South,219,1450
244700,Petone East,405,1300
244800,Hutt Central South,447,1050
244900,Stokes Valley North,195,400
245000,Petone Esplanade,399,1550
245100,Epuni West,252,2950
245200,Avalon East,144,470
245300,Woburn,216,310
245400,Naenae Central,252,1300
245500,Waterloo West,222,400
245600,Epuni East,216,390
245700,Gracefield,405,5100
245800,Moera,114,420
245900,Delaney,105,140
246001,Waiwhetu North,189,390
246002,Waiwhetu South,195,470
246100,Waterloo East,216,500
246200,Naenae North,105,250
246300,Manuka,120,180
246400,Naenae South,84,45
246600,Arakura,105,170
246700,Eastern Bays,354,270
246800,Pencarrow,84,85
246900,Wainuiomata West,195,530
247000,Glendale,189,330
247100,Wainuiomata Central,165,570
247200,Eastbourne,402,360
247300,Homedale East,153,240
247400,Homedale West,141,170
247501,Makara-Ohariu,225,130
247600,Tawa North,192,300
247700,Linden,195,190
247800,Tawa South,249,500
247900,Tawa Central,516,2050
248000,Grenada North,321,2200
248101,Churton Park North,483,480
248102,Glenside-Churton Park East,60,110
248200,Takapu-Horokiwi,45,45
248301,Churton Park South,339,240
248400,Johnsonville West,297,360
248500,Grenada Village,138,340
248600,Johnsonville North,261,290
248701,Paparangi,183,460
248800,Ngaio North,210,95
248900,Johnsonville Central,510,2150
249000,Broadmeadows,153,80
249101,Crofton Downs,207,620
249200,Johnsonville South,123,510
249300,Khandallah Reserve,291,200
249401,Karori Park,168,190
249402,Karori West,198,210
249501,Newlands North,192,260
249600,Ngaio South,330,320
249701,Newlands South,381,3600
249702,Newlands East,231,280
249800,Woodridge,183,80
249900,Karori North,306,600
250000,Khandallah North,363,740
250100,Wilton,228,240
250200,Khandallah South,303,170
250300,Wadestown,483,310
250401,Karori South,312,190
250500,Onslow,240,220
250600,Karori East,402,740
250700,Pipitea-Kaiwharawhara,798,21000
250800,Northland (Wellington City),375,250
250901,Thorndon North,237,150
250902,Thorndon South,420,14400
251000,Wellington Botanic Gardens,108,170
251100,Kelburn,234,280
251200,Aro Valley,267,290
251300,Wellington University,156,3000
251400,Wellington Central,4167,60000
251500,Brooklyn North,249,80
251601,Dixon Street West,165,930
251602,Dixon Street East,1050,6700
251700,Vivian West,789,4650
251800,Courtenay,858,6900
251900,Brooklyn East,333,350
252001,Mount Cook North,249,540
252002,Mount Cook South,75,55
252100,Vivian East,576,2750
252200,Brooklyn South,177,130
252300,Oriental Bay,363,530
252400,Mount Cook East,243,1700
252501,Mount Victoria North,342,280
252502,Mount Victoria South,192,570
252600,Roseneath,282,75
252700,Owhiro Bay,228,420
252800,Kingston-Mornington-Vogeltown,324,220
252900,Newtown North,168,8000
253000,Newtown West,324,1600
253101,Hataitai North West,192,150
253102,Hataitai North East,282,190
253200,Evans Bay,159,390
253300,Berhampore,225,450
253400,Hataitai South,144,65
253501,Maupuia,186,350
253600,Newtown South,267,820
253700,Kilbirnie Central,414,2300
253800,Island Bay West,447,570
253900,Melrose,132,90
254000,Island Bay East,414,400
254100,Miramar North,333,1050
254200,Kilbirnie East,162,320
254300,Lyall Bay,270,250
254401,Miramar Central,243,480
254500,Southgate,117,25
254600,Karaka Bay-Worser Bay,318,180
254700,Houghton Bay,228,200
254800,Miramar East,342,220
254900,Miramar South,420,580
255000,Rongotai,138,2450
255100,Strathmore (Wellington City),348,550
255200,Seatoun,447,270
255300,Kopuaranga,204,140
255401,Upper Plain,222,330
255501,Opaki,189,280
255601,Ngaumutawa,66,130
255700,Solway North,180,900
255800,Lansdowne West,120,130
255900,Masterton Central,792,5300
256000,Kuripuni,111,600
256100,Douglas Park,213,650
256200,Solway South,294,1100
256301,Lansdowne East,183,1250
256400,Cameron and Soldiers Park,111,200
256500,Whareama,405,440
256600,Homebush-Te Ore Ore,222,370
256700,McJorrow Park,54,290
256800,Mount Holdsworth,372,790
256900,Carterton North,270,890
257000,Kokotau,249,850
257100,Carterton South,204,420
257200,Gladstone (Carterton District),237,170
257300,Tauherenikau,276,290
257400,Kahutara,219,320
257500,Featherston,204,280
257700,Greytown,408,920
257801,Aorangi Forest,432,540
257901,Martinborough,375,880
300301,Golden Bay/Mohua,432,510
300500,Takaka,249,1100
300601,Pohara-Abel Tasman,240,240
300700,Takaka Hills,171,540
300801,Kaiteriteri-Riwaka,243,1250
300900,Upper Moutere,342,390
301000,Lower Moutere,252,980
301101,Motueka North,192,460
301200,Motueka West,282,1450
301301,Motueka East,363,1950
301500,Golden Downs,393,460
301601,Moutere Hills,432,660
301602,Waimea Inlet,141,130
301703,Ruby Bay,201,100
301704,Mapua,231,380
301800,Murchison-Nelson Lakes,318,480
302000,Islands Tasman District,6,12
302101,Waimea West,279,940
302201,Appleby (Tasman District),180,1300
302300,Wakefield,231,320
302400,Richmond West (Tasman District),375,2700
302500,Wakefield Rural,273,290
302600,Brightwater,228,720
302701,Hope,168,530
302800,Richmond Central (Tasman District),636,4150
302900,Ben Cooper Park,132,140
303001,Richmond South (Tasman District),150,370
303100,Wilkes Park,165,160
303200,Templemore,201,770
303300,Easby Park,162,250
303400,Fairose,150,80
303500,Aniseed Valley,75,50
303600,Nelson Rural,276,280
303800,Marybank,108,75
303901,Port Nelson,153,2600
304000,Nelson Airport,378,4250
304100,Tahunanui,219,810
304200,Britannia,240,320
304300,Atawhai,282,260
304400,Broadgreen-Monaco,165,290
304500,Washington,228,240
304600,Tahuna Hills,444,510
304700,Nelson Central-Trafalgar,1647,8600
304800,The Wood,267,680
304900,Toi Toi,81,95
305000,Nayland,120,500
305100,Aldinga,141,270
305200,Victory,75,1150
305300,Rutherford,345,620
305400,Maitlands,147,180
305500,Maitai,132,140
305600,Grampians,159,2400
305700,Saxton,192,1950
305800,Suffolk,174,400
305900,Omaio,348,930
306000,Enner Glynn,279,220
306100,Daelyn,69,230
306200,The Brook,141,160
306301,Marlborough Sounds West,387,740
306401,Marlborough Sounds Coastal Marine,6,3
306501,Marlborough Sounds East,366,420
306600,Upper Wairau,690,910
306701,Waikawa (Marlborough District),177,350
306801,Waitohi (Marlborough District),399,1450
306900,Tuamarina,228,390
307000,Awatere,459,800
307100,Renwick,252,540
307200,Lower Wairau,498,1550
307301,Woodbourne,444,1750
307400,Spring Creek-Grovetown,162,530
307501,Springlands,366,1300
307601,Yelverton,309,900
307700,Mayfield,156,650
307801,Whitney West,159,340
307802,Burleigh,132,410
307900,Blenheim Central,999,5700
308000,Riversdale-Islington,114,240
308100,Whitney East,162,610
308200,Redwoodtown West,138,320
308300,Witherlea West,198,1300
308400,Redwoodtown East,180,520
308500,Riverlands,195,2150
308600,Witherlea East,198,220
308800,Kaikoura Ranges,390,420
308900,Kaikoura,402,1150
309000,Karamea,117,170
309201,Westport North,273,1600
309300,Westport Rural,138,270
309400,Westport South,132,470
309500,Buller Coalfields,81,440
309600,Charleston (Buller District),87,140
309700,Inangahua,210,490
309800,Reefton,114,350
309900,Barrytown,111,200
310000,Runanga,39,55
310101,Cobden,42,110
310200,Blaketown,33,95
310300,Greymouth Central,531,4250
310400,King Park,60,110
310500,Marsden,69,75
310600,Karoro,105,380
310700,Rutherglen-Camerons,138,500
310801,Greymouth Rural,66,35
310901,Dobson,75,580
311000,Nelson Creek,117,200
311101,Lake Brunner,114,130
311200,Haast,57,120
311300,Westland Glaciers-Bruce Bay,174,870
311401,Arahura-Kumara,171,380
311501,Hokitika,372,2150
311701,Hokitika Rural,141,420
311800,Waitaha,93,95
311900,Whataroa-Harihari,141,210
312001,Hokitika Valley-Otira,114,120
312100,Hanmer Range,78,220
312200,Amuri,501,1000
312300,Hanmer Springs,207,650
312400,Upper Hurunui,306,430
312500,Parnassus,327,540
312600,Ashley Forest,174,120
312700,Omihi,408,480
312801,Balcairn,387,440
312901,Amberley,258,870
313000,Okuku,165,120
313100,Ashley Gorge,234,230
313200,Oxford,219,470
313300,Starvation Hill-Cust,483,490
313400,Loburn,408,250
313500,Eyrewell,273,390
313600,West Eyreton,267,280
313700,Ashley-Sefton,399,520
313801,Fernside,264,460
313900,Rangiora North West,153,400
314000,Kingsbury,165,340
314100,Ashgrove,87,160
314200,Rangiora North East,150,610
314301,Oxford Estate,75,65
314400,Rangiora Central,381,2900
314501,Rangiora South West,213,410
314600,Lilybrook,165,800
314701,Waikuku,105,260
314702,Ravenswood,81,250
314703,Waikuku Beach,93,45
314801,Mandeville,201,310
314802,Ohoka,303,1100
314900,Rangiora South East,153,320
315001,Southbrook,237,2150
315100,Swannanoa-Eyreton,162,240
315200,Tuahiwi,153,210
315301,Woodend,267,520
315400,Pegasus,225,260
315500,Clarkville,321,410
315601,Pegasus Bay,87,95
315700,Kaiapoi North West,180,590
315800,Silverstream (Waimakariri District),69,60
315901,Sovereign Palms,204,320
316000,Kaiapoi West,72,130
316100,Kaiapoi Central,297,1050
316200,Kaiapoi South,93,180
316300,Kaiapoi East,45,800
316401,McLeans Island,84,810
316500,Paparua,123,1600
316600,Yaldhurst,291,730
316700,Christchurch Airport,345,10000
316800,Clearwater,210,380
316900,Belfast West,156,390
317000,Harewood,297,1150
317100,Brooklands-Spencerville,117,150
317201,Styx,201,820
317301,Belfast East,291,1900
317400,Northwood,387,610
317501,Burnside West,759,7100
317600,Regents Park,189,320
317701,Russley,243,1450
317800,Bishopdale North,231,420
317900,Casebrook,363,870
318000,Bishopdale West,213,730
318100,Templeton,90,370
318200,Islington,45,210
318300,Burnside Park,270,270
318401,Marshland,153,630
318402,Burlington-Oakbridge,36,130
318501,Avonhead North,159,280
318600,Redwood North,153,190
318700,Broomfield,123,150
318800,Redwood West,108,240
318901,Avonhead West,168,210
319000,Bishopdale South,135,290
319101,Islington-Hornby Industrial,570,11100
319200,Burnside,318,760
319300,Hei Hei,126,490
319400,Papanui North,93,320
319500,Avonhead East,228,440
319600,Redwood East,189,400
319700,Avonhead South,246,300
319800,Riccarton Racecourse,222,580
319900,Bryndwr North,246,490
320000,Northlands (Christchurch City),393,4300
320100,Papanui West,228,510
320200,Ilam North,486,710
320300,Hornby West,87,170
320400,Hornby Central,639,7700
320501,Northcote (Christchurch City),258,1800
320600,Jellie Park,537,1350
320700,Ilam South,234,340
320800,Bryndwr South,291,580
320900,Papanui East,258,510
321000,Sockburn North,240,690
321101,Hornby South,141,330
321102,Branston,87,100
321200,Ilam University,132,4350
321301,Prestons,171,160
321302,Prestons Park,156,650
321400,Strowan,576,1200
321500,Fendalton,408,510
321600,Waitikiri,210,330
321701,Mairehau North,195,590
321800,Bush Inn,246,1400
321901,Awatea North,141,250
322000,Upper Riccarton,72,490
322100,Malvern,321,460
322200,Rutland,573,1200
322300,Sockburn South,765,8000
322400,Deans Bush,459,820
322500,Wigram North,90,650
322600,Holmwood,546,420
322700,Wharenui,135,710
322800,Wigram West,114,160
322900,Awatea South,183,930
323000,Merivale,687,3150
323100,Mairehau South,324,760
323200,Mona Vale,213,580
323300,Riccarton West,156,340
323400,Shirley West,267,840
323500,Middleton,915,9200
323600,Wigram South,111,100
323700,Queenspark,195,310
323800,St Albans North,183,520
323900,St Albans West,336,670
324001,Burwood North,207,1900
324100,Wigram East,69,75
324200,Riccarton Central,930,5600
324300,Oaklands West,261,590
324400,Riccarton South,171,340
324501,Halswell West,294,540
324502,Halswell South West,108,45
324600,Shirley East,255,1250
324700,Broken Run,78,210
324800,St Albans East,381,1250
324900,Hagley Park,36,9000
325000,Hillmorton,183,1000
325100,Parklands,261,690
325200,Riccarton East,117,230
325301,Edgeware North,102,250
325302,Edgeware South,204,410
325400,Aidanfield,366,840
325500,Tower Junction,825,8800
325601,Burwood South,216,280
325700,Christchurch Central-West,1869,10600
325800,Christchurch Central-North,612,2400
325900,Richmond North (Christchurch City),198,530
326000,Waimairi Beach,162,200
326100,Addington West,198,780
326200,Otakaro-Avon River Corridor,93,65
326301,Oaklands East,201,450
326400,Addington North,615,5900
326500,Dallington,132,210
326600,Christchurch Central,1425,17300
326701,Hoon Hay West,159,730
326800,Richmond South (Christchurch City),165,530
326900,Spreydon West,210,440
327000,Christchurch Central-East,312,1050
327100,Christchurch Central-South,1200,9900
327200,North Beach,234,480
327301,Halswell North,222,360
327400,Addington East,135,250
327500,Avondale (Christchurch City),105,160
327600,Spreydon North,330,1150
327700,Hoon Hay East,201,490
327800,Avonside,87,350
327901,Stanmore,129,240
327902,Linwood Central,129,350
328001,Halswell South,228,610
328100,Sydenham Central,1131,8900
328200,Spreydon South,132,240
328300,Rawhiti,183,390
328400,Wainoni,219,1400
328500,Linwood North,156,550
328600,Aranui,108,210
328700,Sydenham West,102,420
328800,Lancaster Park,672,4300
328900,Phillipstown,177,520
329001,Kennedys Bush,219,95
329002,Halswell South East,135,100
329100,Somerfield East,279,420
329200,Somerfield West,189,1200
329300,Linwood East,99,660
329400,Sydenham North,129,480
329500,Hoon Hay South,153,210
329600,Charleston (Christchurch City),99,290
329700,Sydenham South,138,560
329800,Bexley,69,260
329900,Waltham,117,180
330000,Westmorland,336,420
330100,Woolston North,147,680
330200,New Brighton,270,730
330300,Cashmere West,534,1250
330400,Bromley South,102,120
330500,Ensors,129,350
330600,Beckenham,219,360
330700,Bromley North,270,2950
330800,St Martins,210,460
330900,Opawa,135,380
331000,Woolston West,75,120
331100,Woolston East,180,490
331200,Huntsbury,330,160
331300,Cashmere East,486,530
331400,Hillsborough (Christchurch City),243,280
331500,Woolston South,411,3900
331600,Port Hills,81,80
331700,South New Brighton,267,240
331801,Brookhaven-Ferrymead,321,2150
331900,Heathcote Valley,213,430
332000,Mount Pleasant,612,400
332100,Redcliffs,336,370
332200,Governors Bay,132,130
332400,Clifton Hill,351,120
332501,Lyttelton,456,2300
332601,Inlet Port Lyttelton,6,18
332700,Sumner,612,1050
332801,Teddington,45,60
332901,Diamond Harbour,153,85
333100,Banks Peninsula South,237,200
333201,Banks Peninsula Eastern Bays,150,160
333300,Akaroa Harbour,177,170
333500,Akaroa,150,420
333600,Craigieburn,54,170
333700,Torlesse,219,260
333800,Glenroy-Hororata,291,420
333901,Glentunnel,192,510
334001,Darfield,354,940
334100,Kirwee,225,400
334200,Bankside,336,1500
334300,Charing Cross,213,240
334400,Halkett,309,290
334501,Newtons Road,660,1550
334601,West Melton,201,370
334700,Burnham Camp,15,1150
334801,Rolleston Izone,183,3300
334901,Rolleston North Central,234,310
335001,Springston,378,460
335101,Rolleston Central,231,400
335201,Rolleston Tauwharekakaho,297,2000
335202,Rolleston North East,102,70
335301,Rolleston South West,102,160
335302,Rolleston South Central,183,340
335400,Southbridge,426,880
335501,Faringdon,249,760
335502,Rolleston South East,345,470
335600,Trents,471,730
335701,Prebbleton North,255,400
335702,Prebbleton South,276,400
335800,Irwell,243,270
335901,Ladbrooks,429,490
336001,Lincoln West,312,2450
336002,Lincoln South,114,80
336101,Lincoln North,231,260
336102,Lincoln East,183,260
336200,Leeston,276,780
336301,Tai Tapu,213,380
336400,Motukarara,126,130
336600,Ashburton Lakes,42,65
336701,Cairnbrae,414,660
336800,Ashburton Forks,561,1050
336901,Methven,300,870
337000,Ealing-Lowcliffe,330,560
337100,Eiffelton,657,850
337200,Chertsey,420,570
337301,Winchmore-Wakanui,390,1300
337400,Allenton North,219,340
337500,Allenton South,162,520
337600,Rakaia,141,340
337700,Ashburton North,219,1650
337800,Allenton East,222,930
337900,Tinwald North,99,170
338000,Ashburton Central,912,5300
338100,Ashburton West,84,320
338200,Tinwald South,162,880
338300,Ashburton East,90,340
338401,Netherby,114,320
338501,Hampstead,120,170
338600,Ben McLeod,36,65
338700,Arundel,354,680
338800,Levels Valley,264,140
338901,Geraldine,264,1050
339002,Rangitata,267,350
339100,Waitohi (Timaru District),351,1950
339200,Pleasant Point,132,360
339300,Temuka West,174,950
339400,Hadlow,315,110
339500,Levels,210,410
339600,Temuka East,78,220
339700,Gleniti North,147,95
339800,Washdyke,348,3850
339900,Fairview,201,840
340000,Gleniti South,147,390
340100,Glenwood,69,190
340200,Marchwiel West,48,170
340300,Marchwiel East,66,270
340400,Highfield North,192,770
340500,Highfield South,69,170
340601,Waimataitai-Maori Hill,144,1050
340700,Fraser Park,129,370
340801,Seaview,120,370
341000,Watlington,90,85
341101,Timaru Central,1266,5000
341201,Timaru East,291,3250
341300,Parkside,120,560
341400,Kensington (Timaru District),48,130
341501,Mackenzie Lakes,291,1150
341801,Twizel,252,840
341900,Opua (Mackenzie District),396,250
342000,Fairlie,156,400
342100,Hakataramea,246,200
342200,Maungati,186,200
342300,Lyalldale,96,120
342400,Makikihi-Willowbridge,222,320
342500,Waimate North,57,95
342600,Morven-Glenavy-Ikawai,234,870
342700,Waimate West,51,50
342800,Waimate East,174,740
343000,Chatham Islands,195,360
343100,Aviemore,198,550
343300,Danseys Pass,213,410
343400,Ngapara,414,540
343501,Lower Waitaki,264,1500
343600,Waihemo,288,1050
343700,Maheno,321,470
343801,Weston,78,120
343900,Oamaru North Milner Park,165,1550
344000,Oamaru North Orana Park,210,620
344100,Oamaru Gardens,78,380
344200,Glen Warren,126,560
344300,Holmes Hill,75,90
344400,Oamaru Central,357,2550
344500,South Hill,135,170
344700,Palmerston,117,340
344800,Lindis-Nevis Valleys,726,3600
344900,Cromwell West,714,2650
345000,Cromwell East,345,540
345100,Manuherikia-Ida Valleys,258,300
345200,Earnscleugh,195,660
345300,Dunstan-Galloway,387,520
345400,Clyde,138,560
345500,Alexandra North,639,3150
345600,Alexandra South,309,820
345700,Maniototo,315,680
345800,Teviot Valley,315,880
345900,Outer Wanaka,126,210
346000,Glenorchy,117,350
346201,Outer Wakatipu,204,940
346400,Cardrona,249,370
346500,Inland water Lake Wakatipu,3,0
346600,Wanaka Waterfront,525,560
346701,Wanaka North,600,1700
346702,Northlake,150,200
346800,Wanaka West,420,850
346901,Albert Town,369,400
347000,Wanaka Central,780,3350
347101,Lake Hawea,303,260
347201,Upper Clutha Valley,345,550
347300,Kingston,75,230
347401,Arthurs Point,282,550
347501,Wakatipu Basin,522,990
347600,Queenstown Hill,3,0
347700,Warren Park,336,1550
347801,Sunshine Bay-Fernhill,441,550
347901,Arrowtown,654,1200
348000,Quail Rise,129,190
348100,Queenstown Central,1278,7200
348200,Queenstown East,312,530
348300,Frankton Arm,393,410
348400,Frankton,1134,7400
348500,Lake Hayes,141,170
348600,Kelvin Heights,315,470
348700,Shotover Country,429,540
348801,Lake Hayes Estate,390,460
348901,Jacks Point,495,500
349000,Strath Taieri,189,190
349100,Bucklands Crossing,210,290
349200,Waikouaiti,99,220
349300,Momona,393,830
349401,Taieri,336,400
349601,Mount Cargill,273,310
349700,Bush Road,108,150
349801,Mosgiel East,180,590
349900,Mosgiel Central,222,1200
350000,Seddon Park,120,500
350100,Wingatui,123,420
350201,Saddle Hill-Chain Hills,201,260
350300,East Taieri,429,940
350401,Halfway Bush,60,630
350500,Helensburgh,90,190
350600,Glenleith,75,80
350700,Fairfield (Dunedin City),201,1050
350900,Brockville,81,110
351000,Wakari,183,630
351100,Abbotsford,144,160
351200,Brighton,108,130
351300,Pine Hill-Dalmore,72,110
351400,Kaikorai-Bradford,282,2150
351500,Maori Hill,441,950
351600,Roslyn (Dunedin City),342,1000
351700,North East Valley Chingford,63,210
351801,Roseneath-Sawyers Bay,96,130
351901,Normanby (Dunedin City),54,170
352000,North East Valley Knox,81,500
352100,Belleknowes,189,200
352200,Gardens (Dunedin City),87,670
352300,Kenmure,135,280
352400,Campus West,72,360
352500,Waldronville,135,120
352600,Green Island,186,1050
352701,Port Chalmers,156,550
352800,Royal Terrace,66,270
352900,Arthur Street,87,360
353000,Opoho,99,90
353100,Campus North,51,4650
353200,Campus South,183,5200
353300,Mornington,315,840
353400,Dunedin Central,2607,16700
353500,Maryhill,108,140
353600,Ravensbourne-St Leonards,141,110
353701,Harbourside,282,3200
353800,Fernhill,93,250
353900,Otago Peninsula,111,300
354000,Concord,60,120
354100,Calton Hill,39,55
354200,Caversham,135,720
354300,Hillside-Portsmouth Drive,516,6800
354400,Kew (Dunedin City),114,180
354500,Corstorphine,69,130
354600,Forbury,63,400
354701,South Dunedin,87,310
354800,St Clair,282,440
354901,Waverley (Dunedin City),300,210
355000,Macandrew Bay-Company Bay,144,90
355100,Broad Bay-Portobello,93,150
355200,St Kilda South,132,350
355300,Musselburgh,111,170
355400,Shiel Hill,150,170
355500,St Kilda North,93,400
355600,Andersons Bay,186,350
355700,Tainui,120,150
355800,West Otago,549,870
355900,Tuapeka,273,440
356000,Clinton,297,530
356100,Clutha Valley,396,2150
356200,Bruce,429,730
356300,Catlins,300,400
356400,Milton,180,870
356500,Balclutha South,402,1850
356600,Balclutha North,96,320
356700,Benhar-Stirling,51,200
356800,Kaitangata-Matau,99,160
357000,Fiordland,15,330
357100,Inlets Fiordland,3,0
357200,Inland water Lake Te Anau,6,80
357300,Mararoa,204,310
357501,Te Anau,444,2000
357601,Whitestone,165,150
357700,Mossburn,318,560
357900,Longwood Forest,528,690
358000,Ohai-Nightcaps,285,360
358100,Riversdale-Piano Flat,357,780
358200,Lumsden-Balfour,336,590
358300,Oreti River,591,650
358400,Otautau,627,980
358500,Hedgehope,357,390
358600,Winton,300,1300
358700,Waianiwa,279,410
358801,Riverton,222,490
358900,Wallacetown,147,1650
359000,Grove Bush,231,260
359100,Edendale-Woodlands,504,2250
359300,Stewart Island,114,280
359400,Awarua Plains,246,330
359500,Wyndham-Catlins,564,710
359600,Waikaka,507,640
359700,Waimumu-Kaiwera,393,460
359800,Gore North,150,250
359900,Gore West,189,470
360000,East Gore,93,190
360100,Gore Central,546,2450
360200,Gore Main,66,330
360300,Gore South,72,670
360400,Mataura,78,840
360500,West Plains-Makarewa,264,560
360601,Prestonville-Grasmere,228,1500
360701,Waikiwi,267,1300
360801,Myross Bush,159,280
360900,Otatara,336,290
361000,Invercargill Central,1983,13700
361100,Gladstone (Invercargill City),276,530
361201,Rosedale-Hargest,177,360
361300,Avenal,150,500
361501,Windsor,264,640
361502,Waverley (Invercargill City),75,360
361601,Richmond (Invercargill City),150,260
361701,Glengarry,135,770
361900,Turnbull Thompson Park,93,320
362001,Appleby North (Invercargill City),48,240
362100,Georgetown,78,370
362201,Appleby South (Invercargill City),60,110
362301,Kennington-Tisbury,186,530
362401,Newfield,132,1200
362402,Rockdale,51,170
362501,Strathern,120,590
362601,Heidelberg,60,350
362901,Kingswell,69,70
363001,Clifton-Kew,57,2100
363100,Woodend-Greenhills,102,2000
363301,Bluff,177,760
